Year,Month,Day,Province,Fire_ID,Latitude,Longitude,Start_Date,Detect_Date,Cause,Size,Fire_Region,Fire_Zone,EcoZone,EcoRegion,EcoDistrict
1964,7,8,PQ,130008,0,0,7/8/64,7/9/64,LTG,594.90,13,NA,0,0,0
1964,7,8,PQ,130010,56.208,-76.292,7/8/64,7/9/64,LTG,512.75,13,EXT,5,73,290
1964,4,28,PQ,20004,48.208,-78.292,4/28/64,4/28/64,MAN,202.35,2,INT,6,96,401
1964,5,5,PQ,20019,48.292,-78.792,5/5/64,5/5/64,MAN,2938.89,2,INT,6,96,401
1964,5,7,PQ,20020,48.042,-78.875,5/7/64,5/7/64,MAN,260.22,2,INT,6,96,401
1964,5,6,PQ,20031,47.542,-78.625,5/6/64,5/6/64,MAN,1419.87,2,INT,6,97,408
1964,5,7,PQ,20039,48.125,-78.125,5/7/64,5/7/64,MAN,639.42,2,INT,6,96,401
1964,5,4,PQ,210001,48.5,-79.5,5/4/64,5/5/64,MAN,416.35,21,INT,6,96,401
1964,9,16,PQ,240004,48.958,-65.292,9/16/64,9/16/64,MAN,365.84,24,INT,7,117,480
1964,4,28,PQ,250013,47.792,-77.208,4/28/64,5/5/64,MAN,1772.16,25,INT,6,96,401
1964,4,28,PQ,250015,47.958,-77.208,4/28/64,5/6/64,MAN,2399.84,25,INT,6,96,401
1964,5,7,PQ,250018,47.292,-76.708,5/7/64,5/7/64,MAN,479.16,25,INT,6,99,420
1964,4,27,PQ,250019,47.958,-78.625,4/27/64,5/7/64,MAN,1957.91,25,INT,6,96,401
1964,5,7,PQ,290015,47.708,-72.875,5/7/64,5/7/64,MAN,208.01,29,INT,6,99,419
1964,5,15,PQ,290019,47.958,-72.708,5/15/64,5/15/64,MAN,301.50,29,INT,6,99,419
1964,5,8,PQ,290020,46.458,-74.125,5/8/64,5/15/64,LTG,27921.90,29,INT,6,99,426
1964,5,18,PQ,290021,46.33,-74.18,5/18/64,5/18/64,MAN,14883.00,29,NA,6,99,426
1964,5,2,PQ,40026,45.958,-74.958,5/2/64,5/2/64,MAN,286.93,4,INT,6,99,425
1964,7,7,PQ,60017,50.875,-71.458,7/7/64,8/7/64,LTG,984.22,6,EXT,6,101,433
1964,7,7,PQ,60018,50.875,-71.542,7/7/64,8/7/64,LTG,3600.16,6,EXT,6,101,433
1964,5,6,PQ,70004,48.47,-72.27,5/6/64,5/6/64,MAN,271.96,7,NA,6,101,441
1964,5,15,SK,10,53.547,-103.831,5/15/64,0/0/00,MAN,1619.43,PRINCE ALBERT,INT,9,149,691
1964,7,1,SK,103,55.273,-103.873,7/1/64,0/0/00,LTG,60942.51,NORTHERN REGION,INT,6,88,353
1964,6,27,SK,105,55.773,-103.83,6/27/64,0/0/00,LTG,1010.52,NORTHERN REGION,EXT,6,88,353
1964,5,15,SK,11,54.071,-105.286,5/15/64,0/0/00,MAN,579.75,PRINCE ALBERT,INT,9,147,658
1964,5,6,SK,12,53.362,-103.054,5/6/64,0/0/00,MAN,1813.76,HUDSON BAY,INT,9,149,697
1964,6,22,SK,134,56.82,-102.25,6/22/64,0/0/00,MAN,1036.43,NORTHERN REGION,EXT,6,88,353
1964,6,1,SK,139,58.05,-103.95,6/1/64,0/0/00,MAN,60728.74,NORTHERN REGION,EXT,6,87,339
1964,5,31,SK,14,53.969,-108.763,5/31/64,0/0/00,MAN,485.82,MEADOW LAKE,INT,9,150,711
1964,7,8,SK,146,55.807,-104.32,7/8/64,0/0/00,LTG,315.78,NORTHERN REGION,EXT,6,88,353
1964,6,5,SK,15,55.23,-108.17,6/5/64,0/0/00,MAN,1385.82,MEADOW LAKE,INT,9,147,645
1964,7,6,SK,152,55.53,-107.17,7/6/64,0/0/00,LTG,32129.55,NORTHERN REGION,INT,9,147,643
1964,7,2,SK,154,0,0,7/2/64,0/0/00,LTG,445.34,NORTHERN REGION,INT,0,0,0
1964,7,4,SK,155,59.55,-107.575,7/4/64,0/0/00,LTG,777.32,NORTHERN REGION,EXT,5,69,263
1964,7,3,SK,159,59.53,-107.52,7/3/64,0/0/00,LTG,1619.43,NORTHERN REGION,EXT,5,69,263
1964,6,10,SK,16,53.369,-103.26,6/10/64,0/0/00,MAN,372.46,HUDSON BAY,INT,9,149,697
1964,6,25,SK,162,55.7,-102.62,6/25/64,0/0/00,LTG,926.31,NORTHERN REGION,EXT,6,88,353
1964,7,7,SK,163,55.6,-102.18,7/7/64,0/0/00,LTG,396.76,NORTHERN REGION,EXT,6,88,353
1964,6,5,SK,18,54.93,-105.98,6/5/64,0/0/00,LTG,740.89,NORTHERN REGION,INT,9,147,646
1964,7,11,SK,187,0,0,7/11/64,0/0/00,LTG,222.67,NORTHERN REGION,INT,0,0,0
1964,6,8,SK,19,55.15,-107.575,6/8/64,0/0/00,MAN,699.59,NORTHERN REGION,INT,9,147,647
1964,7,6,SK,195,55.53,-108.435,7/6/64,0/0/00,LTG,5506.07,NORTHERN REGION,INT,9,147,642
1964,7,7,SK,198,57.033,-107.478,7/7/64,0/0/00,LTG,48582.99,NORTHERN REGION,EXT,6,88,348
1964,4,29,SK,2,53.765,-108.912,4/29/64,0/0/00,MAN,485.82,MEADOW LAKE,INT,9,150,710
1964,5,20,SK,2,53.241,-103.06,5/20/64,0/0/00,LTG,9068.82,HUDSON BAY,INT,9,149,697
1964,7,7,SK,211,56.38,-106.15,7/7/64,0/0/00,LTG,222.67,NORTHERN REGION,EXT,6,88,347
1964,7,10,SK,212,58.45,-109.08,7/10/64,0/0/00,LTG,2834.01,NORTHERN REGION,EXT,6,87,338
1964,7,14,SK,214,59,-109,7/14/64,0/0/00,LTG,6072.87,NORTHERN REGION,EXT,6,87,331
1964,7,12,SK,216,59.5,-105.22,7/12/64,0/0/00,LTG,4655.87,NORTHERN REGION,EXT,5,69,263
1964,7,9,SK,224,55.97,-104.8,7/9/64,0/0/00,LTG,9949.79,NORTHERN REGION,EXT,6,88,353
1964,6,6,SK,23,54.435,-102.307,6/6/64,0/0/00,LTG,566.80,NORTHERN REGION,INT,9,148,664
1964,7,9,SK,237,0,0,7/9/64,0/0/00,LTG,4599.19,NORTHERN REGION,INT,0,0,0
1964,7,8,SK,239,56.1,-107.27,7/8/64,0/0/00,LTG,222.67,NORTHERN REGION,EXT,6,88,354
1964,7,13,SK,255,54.23,-103,7/13/64,0/0/00,LTG,1674.08,NORTHERN REGION,INT,9,148,662
1964,6,7,SK,28,56.805,-103.1,6/7/64,0/0/00,LTG,2024.29,NORTHERN REGION,EXT,6,88,352
1964,7,9,SK,281,56.103,-105.178,7/9/64,0/0/00,LTG,518.21,NORTHERN REGION,EXT,6,88,347
1964,6,23,SK,284,55.92,-102,6/23/64,0/0/00,LTG,419.83,NORTHERN REGION,EXT,6,88,344
1964,7,4,SK,288,56.65,-107,7/4/64,0/0/00,LTG,5311.74,NORTHERN REGION,EXT,6,88,354
1964,7,8,SK,30,55,-109.33,7/8/64,0/0/00,LTG,8097.16,MEADOW LAKE,INT,9,147,644
1964,5,30,SK,31,53.518,-105.846,5/30/64,0/0/00,MAN,1118.62,PRINCE ALBERT,INT,9,147,661
1964,6,5,SK,38,56.97,-103.93,6/5/64,0/0/00,LTG,18623.48,NORTHERN REGION,EXT,6,88,347
1964,5,20,SK,5,53.241,-103.207,5/20/64,0/0/00,LTG,1036.43,HUDSON BAY,INT,9,149,697
1964,10,1,SK,53,53.693,-105.797,10/1/64,0/0/00,MAN,1659.91,PRINCE ALBERT,INT,9,147,661
1964,6,26,SK,60,54.74,-105.617,6/26/64,0/0/00,LTG,11336.03,PRINCE ALBERT,INT,9,147,646
1964,6,2,SK,62,54.842,-102.14,6/2/64,0/0/00,LTG,647.77,PRINCE ALBERT,INT,6,88,358
1964,6,10,SK,69,57.2,-106.83,6/10/64,0/0/00,LTG,83951.41,NORTHERN REGION,EXT,6,88,348
1964,6,24,SK,69,54.667,-107.625,6/24/64,0/0/00,LTG,6479.35,PRINCE ALBERT,INT,9,147,653
1964,6,29,SK,71,55.337,-104.08,6/29/64,0/0/00,LTG,234.81,NORTHERN REGION,INT,6,88,353
1964,6,25,SK,76,54.784,-106.038,6/25/64,0/0/00,LTG,242.91,PRINCE ALBERT,INT,9,147,655
1964,6,24,SK,79,54.289,-106.187,6/24/64,0/0/00,LTG,20242.91,PRINCE ALBERT,INT,9,147,655
1964,6,29,SK,80,56.08,-103.83,6/29/64,0/0/00,LTG,388.66,NORTHERN REGION,EXT,6,88,353
1964,7,3,SK,85,54.456,-104.949,7/3/64,0/0/00,LTG,769.23,PRINCE ALBERT,INT,9,147,654
1964,7,6,SK,87,54.929,-107.284,7/6/64,0/0/00,LTG,2591.09,PRINCE ALBERT,INT,9,147,649
1964,6,9,WBNP,64WB002,58.383,-112.883,6/9/64,0/0/00,LTG,541.50,NA,NA,9,136,578
1965,6,8,AB,DF1-004-65,57.5282,-114.5933,6/8/65,6/9/65,LTG,277.70,DF1,INT,9,142,607
1965,7,2,AB,DF1-006-65,58.7236,-114.49,7/2/65,7/2/65,LTG,21524.60,DF1,INT,9,138,586
1965,7,29,BC,2010376,49.3,-122.3,7/29/65,7/29/65,MAN,299.40,VAN,INT,13,192,951
1965,7,27,BC,2010426,49.1,-121.3,7/27/65,7/29/65,LTG,202.30,VAN,INT,13,192,950
1965,7,31,BC,2050410,51,-125,7/31/65,7/31/65,MAN,308.70,VAN,INT,13,192,948
1965,9,21,BC,2080539,50.2,-125.6,9/21/65,9/21/65,MAN,367.40,VAN,INT,13,194,955
1965,9,16,BC,2080541,50.3,-125.8,9/16/65,0/0/00,MAN,333.00,VAN,INT,13,194,955
1965,9,1,BC,2080547,49.9,-126.5,9/1/65,0/0/00,MAN,983.30,VAN,INT,13,193,953
1965,9,24,BC,2080553,50.3,-125.8,9/24/65,0/0/00,MAN,624.00,VAN,INT,13,194,955
1965,9,14,BC,2080554,50.3,-125.6,9/14/65,0/0/00,MAN,294.60,VAN,INT,13,194,955
1965,9,8,BC,2080596,50.1,-127.3,9/8/65,9/8/65,MAN,246.00,VAN,INT,13,193,954
1965,6,4,BC,2090286,50.8,-126.8,6/4/65,6/5/65,MAN,326.10,VAN,INT,13,192,949
1965,7,27,BC,3010248,53.9,-125.4,7/27/65,7/30/65,LTG,291.30,PrR,INT,14,202,972
1965,9,19,BC,3020397,54.5,-126.6,9/19/65,0/0/00,MAN,1294.90,PrR,INT,14,202,972
1965,7,27,BC,3040178,55.4,-128.4,7/27/65,7/31/65,LTG,371.50,PrR,INT,13,190,944
1965,7,27,BC,3050142,55.9,-129,7/27/65,0/0/00,LTG,323.70,PrR,INT,13,187,940
1965,8,9,BC,3050253,53.6,-127.9,8/9/65,8/9/65,LTG,325.30,PrR,INT,13,191,945
1965,7,27,BC,3090228,59.8,-127.8,7/27/65,7/28/65,LTG,24981.20,PrR,INT,12,181,925
1965,8,1,BC,3090278,57.7,-131.8,8/1/65,0/0/00,LTG,5179.90,PrR,INT,12,179,917
1965,7,28,BC,3090334,57.7,-132.2,7/28/65,0/0/00,LTG,1035.90,PrR,INT,12,179,917
1965,6,17,BC,4010100,53.7,-122.4,6/17/65,0/0/00,MAN,1334.20,PrG,INT,14,203,982
1965,7,28,BC,4040288,53.6,-124.8,7/28/65,8/1/65,LTG,1145.20,PrG,INT,14,202,972
1965,6,14,BC,4060099,55.9,-124.1,6/14/65,6/16/65,LTG,1926.30,PrG,INT,14,199,964
1965,7,28,BC,4060240,56,-125.3,7/28/65,0/0/00,LTG,2438.60,PrG,INT,14,199,965
1965,7,29,BC,4060305,56.8,-124.2,7/29/65,7/30/65,LTG,12113.80,PrG,INT,14,200,967
1965,5,8,BC,4080011,56.5,-121.8,5/8/65,5/8/65,MAN,206.30,PrG,INT,9,137,585
1965,7,14,BC,4080182,57.4,-122.2,7/14/65,7/14/65,LTG,1576.20,PrG,INT,4,66,252
1965,7,15,BC,4080192,58.3,-121.5,7/15/65,0/0/00,LTG,388.40,PrG,INT,4,64,244
1965,7,15,BC,4080194,58.3,-120.5,7/15/65,0/0/00,LTG,2023.40,PrG,INT,4,64,244
1965,8,1,BC,4080292,57.4,-122.2,8/1/65,8/1/65,LTG,9642.00,PrG,INT,4,66,252
1965,8,2,BC,4080294,57.5,-122.4,8/2/65,0/0/00,LTG,3674.50,PrG,INT,4,66,252
1965,8,2,BC,4080295,57.3,-120.9,8/2/65,8/3/65,LTG,18704.50,PrG,INT,9,137,581
1965,8,2,BC,4080296,57.3,-121.1,8/2/65,8/3/65,LTG,2768.00,PrG,INT,9,137,582
1965,5,8,BC,4090027,58.8,-125.2,5/8/65,5/8/65,MAN,420.80,PrG,INT,12,183,933
1965,5,21,BC,4090046,57.8,-123.1,5/21/65,5/21/65,MAN,485.60,PrG,INT,4,66,252
1965,5,22,BC,4090047,57.8,-123.2,5/22/65,5/22/65,MAN,4046.80,PrG,INT,4,66,252
1965,6,13,BC,4090102,58.6,-126.2,6/13/65,6/13/65,MAN,1116.90,PrG,INT,12,183,933
1965,7,1,BC,4090154,58.9,-123.9,7/1/65,7/1/65,LTG,768.90,PrG,INT,4,66,252
1965,7,1,BC,4090155,59.2,-123.3,7/1/65,7/1/65,LTG,1089.80,PrG,INT,4,64,244
1965,7,1,BC,4090156,59.2,-122.7,7/1/65,7/1/65,LTG,1578.20,PrG,INT,4,64,244
1965,7,13,BC,4090186,59.6,-124.8,7/13/65,0/0/00,LTG,5058.50,PrG,INT,12,182,931
1965,6,14,BC,5020261,51.2,-120.3,6/14/65,0/0/00,LTG,611.00,KAM,INT,14,209,1004
1965,7,17,BC,5030510,50.8,-119.7,7/17/65,7/17/65,MAN,433.00,KAM,INT,14,209,1005
1965,6,18,BC,7010018,53.2,-123.3,6/18/65,6/18/65,MAN,307.50,CAR,INT,14,202,974
1965,6,18,BC,7050202,51.9,-123,6/18/65,6/18/65,MAN,404.60,CAR,INT,14,202,977
1965,8,13,MB,12B,54.227,-101.562,8/13/65,8/13/65,MAN,389.00,NW,INT,9,148,664
1965,4,27,MB,C1,51.044,-98.272,4/27/65,4/28/65,MAN,405.00,C,INT,9,155,723
1965,5,11,MB,C15,51.477,-98.425,5/11/65,5/11/65,MAN,1360.00,C,INT,9,155,723
1965,5,14,MB,C17,50.875,-98.486,5/14/65,5/16/65,MAN,1214.00,C,INT,9,155,723
1965,4,27,MB,C2,51.199,-98.002,4/27/65,4/28/65,MAN,314.00,C,INT,9,155,723
1965,5,16,MB,C22,51.332,-98.284,5/16/65,5/16/65,MAN,2024.00,C,INT,9,155,723
1965,5,16,MB,C23,51.191,-97.042,5/16/65,5/16/65,MAN,326.00,C,INT,9,148,677
1965,4,28,MB,C3,51.732,-98.491,4/28/65,4/29/65,MAN,1035.00,C,INT,9,155,720
1965,4,28,MB,C5,51.739,-98.845,4/28/65,4/29/65,MAN,212.00,C,INT,9,155,720
1965,4,28,MB,C6,51.202,-98.313,4/28/65,4/29/65,MAN,6478.00,C,INT,9,155,723
1965,4,29,MB,C7,51.199,-98.213,4/29/65,4/29/65,MAN,11943.00,C,INT,9,155,723
1965,4,29,MB,SE6,49.847,-96.424,4/29/65,4/29/65,MAN,810.00,SE,INT,9,155,726
1965,4,30,MB,SE7,49.523,-96.386,4/30/65,4/30/65,MAN,453.00,SE,INT,9,155,726
1965,4,29,MB,SW1,50.628,-98.934,4/29/65,4/29/65,MAN,3310.00,SW,INT,10,162,841
1965,4,28,MB,SW2,0,0,4/28/65,4/28/65,MAN,5741.00,SW,NA,0,0,0
1965,6,23,NF,NA,48.55,-53.03,6/23/65,0/0/00,UNK,259.00,NA,NA,6,114,471
1965,10,24,NP,RM3,50.8783,-100.3957,10/24/65,10/24/65,UNK,283.00,RM,INT,9,154,716
1965,7,14,NWT,EV-001,65.767,-127.917,7/14/65,0/0/00,LTG,259.21,NA,INT,4,55,217
1965,8,1,NWT,ZF-011,63.2,-111.383,8/1/65,0/0/00,LTG,486.01,NA,INT,5,68,258
1965,8,1,NWT,ZF-040,63.2,-118.7,8/1/65,0/0/00,MAN,255.16,NA,EXT,4,60,230
1965,8,12,ON,BLA27-7,49.1875,-89.125,8/12/65,0/0/00,LTG,971.00,BLA,INT,6,94,386
1965,6,17,ON,GER02,49.8125,-86.875,6/17/65,0/0/00,MAN,3844.00,GER,INT,6,94,387
1965,7,1,ON,GOG09,47.9375,-82.625,7/1/65,0/0/00,MAN,486.00,GOG,INT,6,97,407
1965,6,21,PQ,10006,49.125,-77.875,6/21/65,6/21/65,UNK,323.76,1,INT,6,96,401
1965,6,28,PQ,160011,48.375,-64.625,6/28/65,6/28/65,MAN,409.55,16,INT,7,117,478
1965,5,6,PQ,20003,48.35,-78.76,5/6/65,5/6/65,UNK,213.36,2,NA,6,96,401
1965,7,2,PQ,240005,48.958,-66.708,7/2/65,7/2/65,MAN,895.99,24,INT,7,117,478
1965,6,28,PQ,260054,48.958,-68.875,6/28/65,6/28/65,MAN,288.14,26,INT,6,101,438
1965,6,19,PQ,280004,48.208,-71.292,6/19/65,6/19/65,UNK,243.63,28,INT,6,99,418
1965,7,2,PQ,280010,49.042,-70.792,7/2/65,7/2/65,UNK,263.05,28,INT,6,101,440
1965,6,27,PQ,290051,48.875,-74.208,6/27/65,6/27/65,MAN,242.01,29,INT,6,99,414
1965,5,1,PQ,40012,45.625,-74.708,5/1/65,5/1/65,MAN,216.51,4,INT,8,132,543
1965,6,22,PQ,470001,48.875,-73.625,6/22/65,6/22/65,MAN,1823.76,47,INT,6,99,415
1965,6,4,PQ,50012,46.292,-73.208,6/4/65,6/4/65,MAN,291.38,5,INT,6,99,426
1965,6,19,PQ,70008,48.875,-72.375,6/19/65,6/19/65,MAN,550.79,7,INT,6,101,441
1965,6,21,PQ,70009,49.042,-73.208,6/21/65,6/21/65,MAN,443.55,7,INT,6,99,414
1965,6,27,PQ,90005,0,0,6/27/65,6/27/65,MAN,233.91,9,NA,0,0,0
1965,5,4,SK,4,49.793,-102.598,5/4/65,0/0/00,MAN,1214.57,PARKS BRANCH,INT,10,156,761
1965,7,15,SK,4,53.911,-108.044,7/15/65,0/0/00,MAN,203.23,MEADOW LAKE,INT,9,150,711
1965,7,29,SK,72,58.65,-107.4,7/29/65,0/0/00,LTG,323.88,NORTHERN REGION,EXT,6,87,337
1965,5,31,SK,8,59.25,-107.08,5/31/65,0/0/00,MAN,388.66,NORTHERN REGION,EXT,6,87,332
1965,7,2,WBNP,65WB003*,58.367,-112.967,7/2/65,0/0/00,LTG,1392.10,NA,NA,9,136,578
1965,7,28,YK,196502022,61.125,-134.167,7/28/65,0/0/00,LTG,1115.38,XY,NA,12,177,904
1965,8,9,YK,196504008,60.45,-128.26,8/9/65,0/0/00,LTG,4171.38,WL,NA,12,181,927
1965,8,7,YK,196504009,61.15,-130.62,8/7/65,0/0/00,LTG,325.32,WL,NA,12,178,912
1965,8,9,YK,196504010,60.68,-128.52,8/9/65,0/0/00,LTG,4260.59,WL,NA,12,181,925
1965,8,9,YK,196504011,60.826,-128.01,8/9/65,0/0/00,LTG,2807.71,WL,NA,11,171,880
1965,6,25,YK,196508001,66.56,-137.13,6/25/65,0/0/00,LTG,1546.90,DA,NA,11,169,868
1965,6,26,YK,196508002,65.73,-136.179,6/26/65,0/0/00,MAN,1755.73,DA,NA,4,51,195
1965,9,14,YK,196509003,63.657,-136.855,9/14/65,0/0/00,MAN,512.51,MA,NA,12,176,898
1965,6,28,YK,196510001,66.62,-137.167,6/28/65,0/0/00,LTG,1183.45,OC,NA,11,169,868
1966,6,17,AB,DA3-001-66,57.5932,-113.9471,6/17/66,6/18/66,LTG,713.11,DA3,INT,9,142,607
1966,6,17,AB,DA5-001-66,59.6084,-110.1273,6/17/66,6/19/66,LTG,1898.30,DA5,INT,5,69,263
1966,6,17,AB,DF1-004-66,57.5155,-114.4953,6/17/66,6/17/66,LTG,2556.80,DF1,INT,9,142,607
1966,6,17,AB,DF1-008-66,57.7191,-114.4999,6/17/66,6/18/66,LTG,207.10,DF1,INT,9,142,607
1966,6,13,AB,DF2-007-66,57.601,-115.6107,6/13/66,6/15/66,LTG,7639.50,DF2,INT,9,139,601
1966,6,10,AB,DF3-008-66,58.2512,-119.045,6/10/66,6/10/66,MAN,203.50,DF3,INT,9,137,581
1966,6,15,AB,DF6-002-66,59.4173,-118.4054,6/15/66,6/16/66,LTG,9872.60,DF6,INT,4,65,250
1966,6,14,AB,DF7-003-66,59.6517,-119.2264,6/14/66,6/14/66,LTG,1023.40,DF7,INT,4,65,251
1966,5,7,AB,DL1-003-66,54.5022,-110.3291,5/7/66,5/8/66,MAN,257.60,DL1,INT,9,149,680
1966,5,8,AB,DL1-004-66,54.5203,-111.079,5/8/66,5/10/66,MAN,206.43,DL1,INT,9,149,680
1966,5,11,AB,DL1-005-66,54.5622,-110.7672,5/11/66,5/11/66,MAN,689.00,DL1,INT,9,147,650
1966,5,26,AB,DL1-007-66,54.5676,-111.1798,5/26/66,5/26/66,MAN,229.80,DL1,INT,9,149,680
1966,5,9,AB,DP6-001-66,56.7389,-116.9216,5/9/66,5/17/66,LTG,466.10,DP6,INT,9,138,588
1966,8,2,AB,DS5-004-66,55.8481,-115.7597,8/2/66,8/6/66,LTG,4087.41,DS5,INT,9,144,612
1966,6,23,BC,3050072,54.5,-128.7,6/23/66,6/22/66,MAN,473.40,PrR,INT,13,190,944
1966,5,6,BC,4070054,55.8,-121.5,5/6/66,5/6/66,MAN,1133.10,PrG,INT,9,138,591
1966,5,8,BC,4070081,56.1,-121.4,5/8/66,0/0/00,MAN,984.10,PrG,INT,9,138,591
1966,5,4,BC,4080051,56.9,-121.4,5/4/66,0/0/00,MAN,809.30,PrG,INT,9,137,585
1966,5,16,BC,4080077,56.8,-121.3,5/16/66,5/16/66,MAN,295.40,PrG,INT,9,137,585
1966,5,24,BC,4080094,56.6,-121.1,5/24/66,5/24/66,MAN,404.60,PrG,INT,9,137,585
1966,5,25,BC,4080103,56.7,-120.6,5/25/66,5/26/66,MAN,809.30,PrG,INT,9,138,591
1966,6,13,BC,4090135,59.5,-126.5,6/13/66,6/13/66,LTG,8472.10,PrG,INT,12,181,925
1966,6,14,BC,4090137,59.9,-120.6,6/14/66,0/0/00,LTG,2428.10,PrG,INT,4,65,247
1966,7,18,BC,5030373,50.9,-119,7/18/66,7/18/66,LTG,202.30,KAM,INT,14,205,988
1966,9,6,BC,6020410,50.4,-116.5,9/6/66,9/6/66,MAN,253.30,NEL,INT,14,205,989
1966,5,5,BC,7020071,52.3,-122.6,5/5/66,5/5/66,MAN,226.60,CAR,INT,14,202,978
1966,6,30,MB,12F,57.08,-99.92,6/30/66,6/30/66,LTG,8715.00,NE,INT,6,88,346
1966,5,27,MB,1A,53.747,-101.726,5/27/66,5/27/66,MAN,208.00,NW,INT,9,148,669
1966,8,23,MB,C8,50.919,-98.579,8/23/66,8/25/66,MAN,587.00,C,INT,9,155,723
1966,6,19,NF,NA,52,-59.78,6/19/66,0/0/00,LTG,485.00,NA,NA,6,103,445
1966,6,14,NWT,CR-003,62,-109.05,6/14/66,0/0/00,LTG,518.41,NA,INT,5,69,262
1966,6,15,NWT,CR-006,61.583,-108.033,6/15/66,0/0/00,LTG,2073.61,NA,INT,5,71,273
1966,6,13,NWT,CR-007,61.417,-107.8,6/13/66,0/0/00,LTG,1321.93,NA,INT,5,71,273
1966,6,15,NWT,CR-008,61.7,-107.8,6/15/66,0/0/00,LTG,1062.73,NA,INT,5,71,273
1966,6,15,NWT,CR-009,61.8,-107.883,6/15/66,0/0/00,LTG,283.51,NA,INT,5,71,273
1966,6,15,NWT,CR-010,61.9,-107.617,6/15/66,0/0/00,LTG,518.41,NA,INT,5,71,273
1966,6,16,NWT,CR-013,61.933,-107.683,6/16/66,0/0/00,LTG,243.01,NA,INT,5,71,273
1966,6,18,NWT,CR-014,62.183,-110.383,6/18/66,0/0/00,LTG,1814.41,NA,INT,5,69,263
1966,6,19,NWT,CR-018,61.817,-110.067,6/19/66,0/0/00,LTG,421.21,NA,INT,5,69,262
1966,6,19,NWT,CR-021,61.183,-109.467,6/19/66,0/0/00,LTG,425.26,NA,INT,5,69,262
1966,6,22,NWT,CR-025,60.95,-108.317,6/22/66,0/0/00,LTG,2851.21,NA,INT,5,69,262
1966,6,19,NWT,CR-029,61.05,-109.467,6/19/66,0/0/00,LTG,283.51,NA,INT,5,69,262
1966,6,23,NWT,CR-031,60.083,-107.283,6/23/66,0/0/00,LTG,259.21,NA,INT,5,71,277
1966,7,13,NWT,CR-033,61.017,-111.2,7/13/66,0/0/00,LTG,502.21,NA,INT,5,69,263
1966,7,17,NWT,CR-037,60.7,-104.883,7/17/66,0/0/00,LTG,202.51,NA,EXT,5,71,274
1966,7,17,NWT,CR-038,60.567,-104.567,7/17/66,0/0/00,LTG,202.51,NA,EXT,5,71,274
1966,7,2,NWT,EV-004,63.9,-125.85,7/2/66,0/0/00,LTG,272.17,NA,EXT,4,51,196
1966,6,17,NWT,EV-007,63.583,-123.5,6/17/66,0/0/00,LTG,5960.80,NA,INT,4,58,225
1966,6,9,NWT,EV-008,63.65,-125.167,6/9/66,0/0/00,LTG,496.54,NA,EXT,4,51,196
1966,6,9,NWT,EV-009,63.767,-123.267,6/9/66,0/0/00,MAN,1603.00,NA,EXT,4,55,218
1966,8,7,NWT,EV-028,68.467,-133.8,8/7/66,0/0/00,MAN,222.76,NA,INT,4,50,191
1966,6,13,NWT,FS-006,62.133,-120.117,6/13/66,0/0/00,LTG,637.89,NA,INT,4,63,237
1966,6,14,NWT,FS-007,62.183,-123.383,6/14/66,0/0/00,LTG,1340.56,NA,INT,4,64,238
1966,6,14,NWT,FS-008,61.8,-123.217,6/14/66,0/0/00,LTG,1628.11,NA,INT,4,62,235
1966,6,14,NWT,FS-009,62.05,-119.867,6/14/66,0/0/00,UNK,7343.07,NA,INT,4,63,237
1966,6,17,NWT,FS-011,62.333,-122.05,6/17/66,0/0/00,UNK,1223.11,NA,EXT,4,63,236
1966,6,17,NWT,FS-012,62.3,-123.8,6/17/66,0/0/00,LTG,3997.36,NA,EXT,4,51,196
1966,6,17,NWT,FS-013,62.667,-121.433,6/17/66,0/0/00,UNK,588.07,NA,EXT,4,63,236
1966,6,26,NWT,FS-016,61.5,-121.383,6/26/66,0/0/00,LTG,2158.66,NA,INT,4,64,239
1966,7,8,NWT,FS-018,62.533,-120.967,7/8/66,0/0/00,LTG,417.16,NA,EXT,4,63,236
1966,9,13,NWT,FS-023,63.15,-121.7,9/13/66,0/0/00,UNK,814.06,NA,EXT,4,60,231
1966,7,2,NWT,FS-025,63.9,-125.85,7/2/66,0/0/00,LTG,272.17,NA,EXT,4,51,196
1966,6,17,NWT,FS-026,63.583,-123.5,6/17/66,0/0/00,LTG,5960.80,NA,INT,4,58,225
1966,6,9,NWT,FS-027,63.65,-125.167,6/9/66,0/0/00,LTG,496.54,NA,EXT,4,51,196
1966,6,17,NWT,HY-004,60.633,-114.8,6/17/66,0/0/00,MAN,5670.01,NA,INT,4,64,243
1966,6,26,NWT,HY-009,60.183,-116.083,6/26/66,0/0/00,LTG,259.21,NA,INT,4,64,242
1966,8,15,NWT,HY-014,61.783,-117.617,8/15/66,0/0/00,LTG,2008.81,NA,EXT,4,64,241
1966,6,16,NWT,ZF-009,63.867,-115.25,6/16/66,0/0/00,LTG,672.31,NA,EXT,5,68,258
1966,7,31,NWT,ZF-018,64.4,-116.25,7/31/66,0/0/00,UNK,48729.61,NA,EXT,5,68,255
1966,6,24,NWT,ZF-025,63.3,-117.467,6/24/66,0/0/00,UNK,259.21,NA,INT,4,60,230
1966,6,24,NWT,ZF-037,62.817,-119.417,6/24/66,0/0/00,UNK,55987.21,NA,EXT,4,60,230
1966,7,5,NWT,ZF-039,64.583,-117.25,7/5/66,0/0/00,UNK,33177.61,NA,EXT,5,68,257
